"","ori_r","ori_p","ori_y","gyr_x","gyr_y","gyr_z","acc_x","acc_y","acc_z","LABEL","FILE"
"1",336.228442520798,322.20751078854,133.992243059022,-0.000958364766789168,0.00157726787017646,0.000488468447468527,0.0910084004715352,-0.0931760430145982,0.985499757066395,0,25
"2",339.64076048684,329.11867806849,134.157705316142,-0.00194293062214727,-0.000283545705598674,3.76302493193536e-05,0.0889790134792992,-0.0904718326475533,0.984658807994718,1,28
"3",348.689800762809,317.53139967072,133.112428228459,-0.000151974999239348,-0.000808376893265921,-0.000146545510326676,0.0785708445852822,-0.107734913963233,0.982679302914038,1,31
"4",352.238088845628,312.293480839254,130.188988464278,0.00840073050162111,-0.00365762187321795,-0.000196268108733187,0.08327545691367,-0.0976401764198864,0.978194387034949,0,32
"5",331.855935651026,314.609985894122,131.921428047028,0.00953736453426669,-0.00441391036078769,-0.00235333688803673,0.0627058182397056,-0.0669047876542797,0.990537843600203,1,36
"6",345.056390943657,322.142607259449,133.773388490973,-0.000390984657785335,-0.000211435278514417,1.16281837811377e-05,0.0861750389371462,-0.100475773246324,0.983207155405569,1,37
"7",341.656939291441,319.0211576766,133.708228052851,0.0120903703241466,-0.00714586890294205,-0.00386287556575223,0.0912524016238413,-0.100180740634122,0.99207669049837,0,41
"8",349.395171978296,312.615634854353,132.766009900003,-0.00129451948996639,0.00153936678460681,-0.000695877295126887,0.0849467499591779,-0.0958616280523187,0.97709803632502,1,55
"9",346.804389962864,322.13085130313,133.526773873187,-0.000482377709858185,-0.00104500063252253,0.00131855438207232,0.0843292636438892,-0.09423840832676,0.976783801371466,1,79
"10",351.908912933163,317.773695859552,133.6475789257,-0.000964120978238516,-0.000621188993413828,6.40100449429327e-05,0.0721087698005875,-0.109533772140028,0.983848682469325,1,97
"11",343.806652364976,322.562661063663,133.710780426857,-0.000351405872015252,0.000327238155243625,0.000593055153752233,0.0902548785887759,-0.0995148426030871,0.979722845319843,0,100
"12",342.643460282001,312.752045889905,132.86203240665,0.00223460329888277,0.00110042739234975,0.000778549432973657,0.0800231232736705,-0.0865000525878071,0.975914925748678,0,103
"13",339.940573007381,312.285980958611,133.745795808619,0.00278204176507701,-0.00213299684616525,0.000526603338197673,0.0946523028678876,-0.088110502342364,0.976581119031171,0,105
"14",348.022296038095,329.092404825286,131.459344733672,0.00556931064148134,-0.00296974444638139,0.00207337385956432,0.0812423252371011,-0.0837060183258347,0.974304193057307,0,108
"15",340.200377483363,290.65189723065,132.333763564457,-0.0014029507882947,0.00190590849767128,0.00170942732011495,0.0805197592910743,-0.0599986791823302,0.97850588334246,1,109
"16",349.829124647119,319.512078566005,133.392474927923,0.000833313223275498,-0.000985671262820277,0.000675292642155072,0.0800544780568693,-0.10126949862817,0.98134577036643,1,123
"17",343.417717502974,321.716154267303,133.175515201723,0.00147096908616799,-5.2683162330479e-05,0.000591824541765229,0.0834723911575835,-0.102942043868825,0.978532569489821,1,124
"18",349.441411010297,328.306447941252,133.001484468938,-0.0006840457358668,0.000744689085711072,0.000400510079170644,0.0811358864909859,-0.103671282695274,0.986450526651369,1,129
"19",349.013222303703,327.990695914187,133.43292646558,-0.00124112131853861,0.000330790121387516,0.0006703517827081,0.078042957741917,-0.0951187832185647,0.977316070405487,1,134
"20",339.375747615615,327.871945205892,134.129753220356,-0.00142163115260667,0.00107284866655146,0.000800578206672261,0.0956675237474153,-0.0895439911705306,0.979842600870101,0,157
"21",344.380362993106,319.411453305954,133.377769917783,0.00780199389638642,-0.00309195505854272,-0.00193459785410334,0.0862095034614737,-0.0920344292801538,0.987926562968642,0,164
"22",352.04927165859,322.498701950101,129.683154643669,0.00666317971274668,-0.00281448969496532,-0.00108884531375648,0.0781276413491808,-0.0929439259331901,0.990702608434383,0,173
"23",344.300409974698,317.861162995602,132.833110244849,0.00116256938546624,-0.00177259423317166,0.000725856901855635,0.0994177883473831,-0.104132541627175,0.984992531929037,0,199
