"","ori_r","ori_p","ori_y","gyr_x","gyr_y","gyr_z","acc_x","acc_y","acc_z","LABEL","FILE"
"1",269.445670478131,289.340841530159,123.189275880389,-0.000410933466628182,0.000311341143346249,-0.000217780610546459,0.0358057314550803,-0.994482189629759,-0.0134512977006774,0,25
"2",268.995373141813,304.615702580589,111.935703707246,-0.000152169807620763,0.000146624983622216,-4.96421536465871e-05,0.0431739876903417,-0.996973435271461,-0.0230812770559426,1,28
"3",268.814359597206,270.882411622359,111.509307971595,-6.18868986802029e-05,0.000157008872038736,-0.000193723545902786,0.0352722358759766,-0.994126508560251,-0.0225508921342706,1,31
"4",269.406380551417,265.359877600949,122.731250578959,0.0011011518129554,-0.000664409672549164,0.000474212796819893,0.040568596714582,-0.993139332656824,-0.0134476291872134,0,32
"5",270.073266399286,252.750902509763,121.321901211881,0.000978848062794938,-0.000262271105691752,0.000282446876790298,0.0424410676291173,-0.989211563367319,-0.0120379494553285,1,36
"6",269.045382316565,298.816478386213,110.83234404058,-0.000247811993242602,0.000248489634365432,-0.00015002669776686,0.0413915579982217,-0.996451647874448,-0.0234755945681723,1,37
"7",269.458146610348,252.075852094736,121.293198416383,0.00105005927356097,-0.000632949409756179,0.000402948078907902,0.0280529839412012,-0.993475358877609,-0.0139436766261116,0,41
"8",269.110650626588,267.490914172884,111.717448278772,-0.000995026019780873,-0.000159465215592526,4.35134402817538e-05,0.0456182139867344,-0.994076820368266,-0.0241617559734903,1,55
"9",268.721523066134,299.498236306712,112.716238609657,-0.000252727550212977,0.000183978387051152,-8.30112559789839e-05,0.0441586327318671,-0.995617007988471,-0.0241412085445416,1,79
"10",269.001476248612,275.489145201331,112.86632832485,-8.44939312558182e-05,0.000180361966336647,-0.000141137607288634,0.0384487766279049,-0.993790068682049,-0.0231402564596943,1,97
"11",269.42970629308,296.328225812806,122.864658552432,-0.00042009290972495,0.000218988517403153,-0.000132765343973624,0.0351233667922102,-0.994203120913204,-0.0126743362460252,0,100
"12",269.853614006659,263.194390379609,123.555674601078,0.000268001044098505,-0.000122232443765931,0.000209116828486766,0.0397798857787468,-0.991040965598641,-0.0112792088079224,0,103
"13",269.874530234375,260.680322204563,123.711161289888,0.000240483950754551,-6.82565763040776e-05,0.000168882489756296,0.0335416561259653,-0.991290577363085,-0.0108702028705415,0,105
"14",268.938453508078,265.384801555802,124.141203494318,0.00111821781755525,-0.000739096606109461,0.000446013188547007,0.0456345439425425,-0.99401357095607,-0.011603771275641,0,108
"15",269.418992531982,262.167637896129,121.671412913422,-7.52076821671731e-05,0.000190459925778289,-7.99134872216651e-05,0.0459003019016573,-0.993567775837994,-0.0140146917204128,1,109
"16",268.847271090092,299.563178182656,111.799782038137,-4.26616319997472e-05,0.00021126624644353,-0.00013177461626073,0.0449380490407278,-0.995419781331434,-0.0236734391478244,1,123
"17",269.086490513809,304.247446423604,112.647803611471,-0.000352591934608594,-2.81464942292603e-05,-0.00012420158875518,0.0525447839275988,-0.99575086205578,-0.0236848790928305,1,124
